Gene
BRAFLDRAFT_208697
LY9
CD6
CD302
F7B408
R4GCW4
R4GD26
R4GCJ0
LOC103279996
R4G9I8
R4G977
G6F-like
CRLF2
F7A0L8
NKG2A
NKG2A
F7A345
GHR
CD1A3
mhc1a
lifr
FOLR1
ACKR4
ITGA6
TFRC
A0A2I2UUM1
F6W143
F6W0U8
BOLA
CD226
CLEC4E
BTN1A1
A0A2I2URT3
LOC105260178
CCR7
F6VSR6
TNFRSF11A
CD69
A0A2I2UTJ7
E1BH08
F6W361
ITGAE
CD8A
CLEC4E
A0A2I2UWK4
IL7R
E1BNU5
MS4A2
SEMA7A
SLAMF9
F6V259
IL11RA
MSR1
CLEC2D
A0A2I3SUC8
A0A2I3SVX4
F6VCS2
F6VD74
F6TXA2
Dome
CD244
IL21R
MS4A1
CD276
CLEC4F
CLEC14A
F7G2U6
izumo1r
F1STC5
cd200r1
CCR4
ATP6AP2
LOC100519314
OSMR
CLEC4G
LY6G5B
CNTFR
ERMAP
F7F8T9
HFE
GFRA1
F1SS05
CXCR2
ITGA5
LOC100523789
F1SQ24
CD69
CD40
CCR10
GFRA2
F7GMK4
itga9
EPOR
TNFRSF14
TNFRSF11A
CD86
CXCR3
K7GMI5
clec-266
K7GMF4
CD200R1
IL7R
K7GLA3
PRLR
ITGA3
BRAFLDRAFT_75612
TcasGA2_TC001667
IL21R
MR1
F7CHW1
BRAFLDRAFT_80692
BRAFLDRAFT_223358
BRAFLDRAFT_118258
TcasGA2_TC014184
BRAFLDRAFT_224782
BRAFLDRAFT_189281
CCR5
SCART1
F7BDC7
F7BDF0
F7BDF2
ITGA7
CCR4
F7BF28
H9GQ29
H9GQ31
H9GQ34
H9GQ39
H9GQ47
BRAFLDRAFT_118622
itga11
vha-20
TcasGA2_TC013754
LOC100066639
SEMA7A
CRLF1
BRAFLDRAFT_141768
BRAFLDRAFT_217752
BRAFLDRAFT_217720
BRAFLDRAFT_217815
F7C8Y2
CD1E
BRAFLDRAFT_255438
BRAFLDRAFT_248156
BRAFLDRAFT_248201
CNTFR
F7D6E5
CLEC2A
F7E8Y0
F7E8Z5
K7EBJ2
CD8A
A0A337SGT7
K7EAQ5
K7E2W1
LOC103094977
HHLA2
K7E2K6
A0A337SWG8
CD244
TNFRSF9
TTN
LOC100027399
K7E134
K7E0N7
KLRD1
LOC100081208
K7E8V1
IGKC
K7E816
K7E815
IL4R
K7DZC5
LOC103098191
CD276
LOC103098426
K7DYV5
K7DYQ1
CD163
cxcl12
K7E9U5
K7E9M9
K7E9J2
F7EBB8
FLAI-K
A0A337SE42
F7DV39
CXCR4
BRAFLDRAFT_241489
BRAFLDRAFT_178856
IL31RA
CLEC4E
K7E5I7
K7E5G5
CLEC4G
LOC103098877
RTBDN
K7E4M0
K7E4I8
CD209
CD2
F7DSH4
SLAMF7
CLEC2B
K7EEY3
LIFR
TNFRSF9
F7G8B5
SCARA5
CD79B
MR1
HHLA2
F7FV60
F7GGR9
K7GMK8
IL6R
CCR2
CD69
FOLR1
FOLR2
F7GAB6
F7GAT6
ACKR4
F6W230
F7GBX1
CCR2
TNFRSF11A
CTLA4
LOC101159692
F7A858
atp6ap2
J9P6B4
TFR2
CD48
J9P5I4
CCR6
F6X1R6
FCER2
J9P419
LOC100523213
CD84
itga1
rxfp3.3a3
rtbdn
mhc1lba
LOC101887081
ighv14-1
ighv13-2
ighv11-2
ighv11-1
ighv9-3
ighv9-2
ighv8-4
ighv8-3
ighv8-2
ighv6-1
ighv5-8
ighv5-5
ighv5-4
ighv5-3
ighv5-2
ighv5-1
ighv4-9
ighv4-8
ighv4-7
ighv4-5
lgals17
zmp:0000000608
ghra
ighv4-3
ighv4-2
ighv1-3
ighv4-1
ighv2-3
ighv2-1
enox2
folr
si:ch73-296e2.3
cd4-2.2
gfra1b
si:dkey-1h24.6
efna5b
efna5b
si:dkey-169i5.4
zgc:174863
zgc:174904
zgc:172120
igl3v5
gfra4a
itga8
ccr12b.1
zgc:153911
cxcr5
csf2rb
itga2.2
cd40lg
rxfp3.3a1
efna5a
si:dkey-225f5.5
LOC108191960
itga6l
si:dkey-222p3.1
LOC563995
mhc1zja
igl1c3
si:ch211-67f13.8
si:dkey-9i23.5
si:dkey-9i23.4
LOC101884526
si:dkey-71p21.13
si:dkey-22i16.9
itga9
si:ch73-343l4.6
si:ch73-343l4.5
si:ch73-343l4.3
dcsignlg
si:ch73-343l4.1
il12rb1
ccr10
LOC797620
scara5
si:ch211-214k5.3
ighz
gfra4b
tnfrsf11a
ccr11.1
rxfp3.3b
si:ch211-261n11.8
ackr4a
ccr9b
ccr12b.2
si:dkey-15j16.3
si:ch73-361p23.3
igsf5b
itgae.2
crlf1a
ada
mpl
cd209
ccr9a
mhc1zka
si:ch73-111e15.1
A0A286YB20
cxcr2
ccr7
cd248b
ghrb
si:dkey-52p2.5
ly75
mhc1lla
mhc1lja
mhc1lia
F1QG10
si:ch211-232p21.6
dicp1.3-4
itga2b
si:dkey-15j16.6
cmklr1
si:ch73-160i9.2
ackr3b
itga5
zgc:194252
ccr2
si:ch73-7i4.3
itga10
cxcr3.3
hhla2a.1
osmr
lifra
epor
ighv4-6
ighv3-2
ighv2-2
ighv1-2
ighv1-1
itgav
il6r
il12rb2l
il23r
il12rb2
lifrb
si:ch211-241b2.5
si:ch211-160b11.4
dicp1.16
si:ch211-214p13.9
A0A2R8QK20
ca15a
mhc1zca
A0A2R8QJL9
il13ra1
cd4-2.2
A0A0G2KYA2
asgrl2
A0A0G2L9T3
si:dkey-23c22.5
tnfrsf14
si:dkey-23c22.7
asgrl1
A0A0G2L8J8
si:ch73-343l4.6
ccr8.1
xcr1a.1
tfr2
ccr6a
ighz
gfra2a
il2rgb
il2rga
si:ch73-322b17.4
tfr1b
tfr1a
il6st
csf3r
lepr
il13ra2
si:ch211-133n4.7
zmp:0000001082
enox1
atp6ap2
rxfp3.3a2
mhc1ula
dicp2.1
illr4
illr3
illr2
illr1
IL12B
il7r
F1QKU1
fas
itga2.1
LOC110440085
cabz01076234.2
ighv6-2
ighv7-1
ighv8-1
ighv9-1
ighv9-4
ighv10-1
LOC100004582
zmp:0000000937
ccr12a
F1QBV2
tnfrsf9b
tnfrsf9b
zgc:112965
gfra1a
si:dkey-61f9.1
mhc1zea
si:dkey-27p18.7
si:ch211-133n4.12
si:ch211-133n4.11
cxcr4b
tnfrsf18
si:ch211-196f2.6
ighd
A0A2R8QQR6
mhc1lga
mhc1lfa
mhc1lda
A0A0G2L4W7
Muc16
Tgfbr3
Ms4a1
Ms4a1
Ctsk
Adam19
Flt3
Cd69
Cd69
T14B4.3
cd4-1
mhc1uma
zmp:0000001103
cd79a
il12ba
itga6b
Gfra4
Mill1
Mill1
Itga11
Spam1
Trpm8
si:ch211-125e6.13
clec14a
mhc1laa
Btnl8
mhc1zfa
ighv1-4
si:ch73-86n18.1
LOC108181672
gfra3
cxcr4a
LOC103911752
LOC110437796
vtcn1
prlrb
asgrl3
si:ch211-283g2.2
il11ra
mhc1uka
si:ch73-160i9.1
si:ch211-214p13.9
cxcr3.2
zgc:123297
cd40
cd40
Clec4b1
Raet1d
Raet1d
zmp:0000000924
CD36
BTN2A2

EFNA5
EFNA5
SPA17
SELE
IGHV4-4
IGHV2-70
IGKC
RTN4R
RTN4R
IL2RB
IL2RB
PTPRC
TRBC1
IGHG1
IGHM
IGHA1
ULBP1
ULBP2
IDE
IGHV1-69-2
ITGA7
HYAL2
HYAL2
HYAL2
HYAL2
TF
IL6ST
ABCC4
ABCC4
ASTN1
SLAMF1
ANXA5
SPN
ITGA6
BTNL2
P2RX1
CD200R1
ADGRA3
RAET1E
B2M
CD5
BTNL8
GFRA2
CCRL2
CLCN3
HFE
HFE
IL27RA
GLRA1
IGHV3-64D
CD80
IGLC6
IGHV3-9
IGHV3-7
IGHV3-33
IGHV3-30
IGHV3-53
IGHV3-13
IGHV3-23
IGHV3-48
IGHV3-11
IGHV1-46
CD8A
CD8A
CDH13
GP2
IGHV6-1
IGHV3-21
IGHV2-26
IGHV3-73
IGHV7-4-1
CCR9
CD69
CD9
ABCB1
IL21R
NLGN1
LY9
TRPM8
IGHV1-2
CRLF2
ENPEP
FCN1
FCN1
IGHV5-10-1

FCN2
KLRK1
KLRC2
GFRAL
GFRAL
CXCR6
LEPR
IGLC1
ENOX1
CD4
TRPV1
TRGV2
IGHV3-64
LDLR
CD27
NRCAM
TRGV11
P2RX7
CTSK
ITGAE
CD274
CD3D
CD74
ADAM9
THY1
THY1
BTN1A1
COLEC11
TGFBR3
ATP1B2
FOLR2
FOLR2
WNT2
GFRA4
DNAI2
CD276
CD276
TNFRSF13C
CLEC12B
CLEC12B
IGLC7
FLOT1
ACKR4
ENG
ADA
ADA
ADA
TRBC2
CTSB
TFR2
TFR2
EPOR
IL12B
SCARA5
TGFBR2
CSF2RB
CAPN2
ADAM29
ADAM30
CD1C
CD1B
IL13RA2
GP1BA
GP1BA
IL17A
IL23R
ACE
GFRA3
LRP2
THBS1
MS4A2
CD3E
CD3E
CD3E
CD83
CD163L1
IGLC2
ABCG2
IL9R
ICAM1
IGHV4-30-4
IGHV3-43D
IGHV3-30-5
IGHV3-30-3
IGHV1-8
BTN2A3P
CXCR3
CHRNB2
HEG1
RAET1L
KLRC4
CD209
CD209
PRND
PRND
ITGA11
F10
F2
NT5E
CD200R1L
SLC4A3
IL7R
TRGV9
OSMR
IL12RB2
TNFRSF14
LAMP1
MCAM
CLEC19A
CLEC4D
MBL2
ADGRE1
EBI3
B4GALT1
DAG1
MICA
MICB
BTNL2
HLA-E
F3
ACKR3
FCGRT
CXCR4
ANXA1
CD1A
TNFRSF9
ITGA8
BMPR1A
TNFRSF4
CLEC4F
CD302
TLR8
INSR
FCRL6
CDH5
MSR1
TMC1
CD79A
CD79A

LAG3
CXCL9
BTN2A1
BTN3A3
BTN3A1
SELP
SELP
IGHV1-69D
MS4A1
ITGB6
ALCAM
IGHV3-15
IGHV7-81
IGHV3-43
ITGA5
FCGR3A
FCGR3A
SCART1
SDC1
VTCN1
VTCN1
HLA-H
IGHD
IGHA2
IGHG4
IGHG3
IGHG2
CRLF1
KLRC1
TMEM123
FCGR2B
IGHV3OR16-8
IGHV3OR16-10
IGHV3OR16-13
MAP3K5
IGHV3OR15-7
IGHV1OR15-1
IGHV3OR16-12
IGHV4OR15-8
ITGAV
FCER2
CEACAM5
CD2
CD2
PKHD1
ITGAM
ITGAM
CD226
CA4
FAS
S1PR1
STAB2
ANPEP
ABCG1
CD59
IGHV1OR15-9
IGHV2OR16-5
AZGP1
ITGA9
ULBP3
IL2RA
IGHV4-34
IZUMO1R
AQP4
CHRNA4
ACKR2
XCR1
CCR10
TFRC
TFRC
RAET1G
CXCL10
CD40LG
CLEC17A
IL4R
LY6G5C
LY6G5C
HLA-DRB1
BTN3A2
SLC2A4
ITGA3
IGHV2-70D
IGHV3-66
IGHV4-61
IGHV1-58
IGHV5-51
IGHV3-38
IGHV3-35
IGHV4-28
IGHV1-24
IGHV3-20
IGHV1-18
IGHV3-16
IGHV1-3
TRGV4
TRGV8
KLRC3
TAS2R16
PRNP
ITGAD
IL13
CD3G
CLPTM1
CLEC2A
FOLR3
PDGFRA
CCR8
CCR6
CCR5
CCR5
CCR5
CCR5
CCR5
CCR4
CCR3
PRLR
CTLA4
CTLA4
CLEC4C
BTNL9
BTNL3
CLEC4G
IGHV3OR16-17
COLEC10
SLAMF7
SLC7A5
IL1RL1
FGG
FGB
FGA
ITGA1
RTBDN
GFRA1
KLRD1
PDCD1
SCUBE1
CXCL12
CD248
CD24
CXCR2
CXCR1
ITGA4
IGHV4-30-2
IGHV3-49
IGHV1-45
TRGV1
TRGV10
CD244
CD244
CD22
ENPP3
SCNN1G
SCNN1B
CLEC14A
CLEC14A
BTNL10
LCT
PLET1
NCAM1
AMOT
IL6R
IGHV3-72
IGHV3-74
CD79B
TRGV5

MPL
CD28
CD28
TMC1
VTCN1

P4HB
P4HB
CD28
A0A3Q2UNR0
K4LB56
LOC107049158
SLC4A3
A0A1D5PGC3


LOC100857714
CRLF1
ITGA2
ITGB6
A0A1D5P0Z3
THY1
A0A1D5P0Y9
CSF3R
CDH13
ITGA11
FGB
RTN4R
IL4R
CD80
A0A1L1RN91
ECE-1



GHR
ICOSLG

Cd14
Cd14
Cd14
Cd14
Cd14
Cd28
Cd28
Cd28
Cd24
Cd24
Cd24
Cd24
Cd24
Cd2
Cd2
Cd2
Cd1d1
Cd1d1
Clec2g
Capn2
Igg-2a
M0R8D8
Pdcd1
Pdcd1
Anxa5
Btn2a2
Aqp4
Il4r
Il4
Il2rb
Il2rb
Il2rb
Il2ra
Il1rl1
Il1rl1
Il1rl1
Il1rl1
Il1r1
Il1r1
Il17a
Il17a
Cd79a
Ifng
Raet1l
Icam1
Htr2c
Adgre5
F1M520
Cd79b
Cd79b
F1M4R1
Il12rb1
Il12rb1
Btnl7
Itgb6
Ly6g5b
Ly6g5b
Ly6g5b
Cntfr
Lrp1
B2m
F1LT61
A0A0G2K8N2
LOC100361706
Clcn3
Clcn3
Fcna
Fcnb
Enpep
Enpep
Cblif
Csf2ra
Gypa
Cxcr5
Cxcr5
Cxcr5
Ca4
Cd34
Cd34
Cd34
Cd226
Cd226
F1M9F3
Alpi
LOC100909797
Ada
Ada
M0R6F6
Ghr
Gfra1
Gfra1
F2
F2
Ccr6
Ccr6
Ctla4
Ctla4
Ctla4
Fgg
S1pr1
Izumo1r
Folr2
Folr2
D3ZK57
Nt5e
Nt5e
Ccr7
Ccr7
Prnd
Prnd
Tlr2
F1LUU5
D4ADK9
Scara5
Hyal2
Hyal2
Hyal2
Hyal2
Hyal2
Hyal2
Ackr2
M0R9U2
Cd200r1l
Cd200r1l
Tnfrsf4
Tnfrsf4
Ace
Ace
Cd209e
Ctsl
Ctsl
Ly9
Cd244
Cd244
Cd244
Ccrl2
Cd22
Cd22
Asgr1
Asgr2
Atp1b2
Atp1b2
M0R866
Siglec8
Azgp1
A0A0G2K4I8
App
Apoe
Anxa1
Anxa1
F1LXY6
Ccr1l1
LOC100360218
Pdpn
Fcer2
Fcer2
Alcam
Clec2dl1
Clec2dl1
Skint8
M0RAI7
LOC100910977
Itga9
Clec4m
Clec4m
Fgb
Raet1e
Xcr1
Cd6
Gfra2
Fcgrt
Flt3lg
Flt3lg
Flt3lg
Flt3lg
M0R693
M0R692
Klrb1c
M0R5S4
F1LWD1
F1LWD0
RGD1624210
P20767
P20762
A0A0G2JTJ7
M0R5K1
M0R5C7
Crlf1
Tf
Thy1
Thy1
Thy1
Thy1
Vsir
Adam21
Plppr4
Slamf7
Slamf7
Cd276
Cd276
Rtn4rl1
Sema7a
Sema7a
Itga10
LOC288521
A0A0G2JT95
Antxr1
Antxr1
rCG_21069
Il12rb2
Il12rb2
Ache
Ache
Muc3
Itgav
Slamf9
RT1-T24-1
Adam34l
Itga2
Cd3g
Map3k5
Vtcn1
Vtcn1
Vtcn1
A0A0G2JYK9
A0A0G2K2D9
Clec4f
Abcg1
Abcg1
Abcc4
Cdh5
A0A0G2K758
Btn1a1
Dlk1
Flot1
Klrh1
Il2rg
Il2rg
Adam4
Adam9
Clec4a
Ebi3
D3ZE00
Dnai2
F1LYM5
A0A0G2K361
F1LZ11
Lhcgr
Cd248
Rtbdn
Igh-1a
Clec4e
RT1-CE10
Fcmr
Adam34
RT1-T24-3
Plet1
Plet1
Adgre1
Klri2
A0A0G2K290
Robo4
Cd163
Cd163
Arsa
Art2b
Itgb2
Gp1ba
Gp1ba
Gp1ba
Calr
D3ZBR5
Cd27
Cd27
Clec12b
Clec12b
Tfr2
Tfr2
Scnn1b
Scnn1b
Scnn1g
Scnn1g
Sele
Sell
Igsf21
Igsf21
Igsf21
Tnfrsf14
Tnfrsf14
Fga
Ly75
Ly75
Cd207
Skint1
Musk
Cd86
Cd86
Il12b
M0RBL2
M0RDR6
M0RE02
Kit
Kit
LOC100363064
M0RDI9
M0RCY4
Dag1
Gucy2g
RT1-S2
D3ZMY4
Gp2
Gp2
P2ry12
Akp3
Itgae
Itgae
Itga8
Itga6
Itga6
Itga2
Tlr8
RT1-CE1
RT1-CE5
RT1-Ba
RT1-Ba
RT1-N2
M0R3Y4
M0RA79
RT1-M5
RT1-M6-2
Fcrl6
Fcrl6
Btnl9
Ctsb
Ctsb
Ctsb
Thsd8
Clec2d2
Mcam
Cfh
A0A0G2JZL1
Icoslg
Icoslg
A0A0G2JZA8
Igkc
Efna5
Efna5
Efna5
Cd55
Cd79a
Slc7a5
Cd48
Cd48
Cd33
Pdgfra
Pdgfra
Entpd1
Cxcr6
Clec2d
Clec2d
Hfe
Hfe
Enox2
Tmc1
Tnfrsf11a
Tnfrsf11a
Cd209f
Clec4a2
M0R7Q2
Fcgr3a
Ly6g6d
Ly6g6d
Ly6g6d
Icos
Itgb3
Itgb3
Trpv1
Stab2
Crlf2
Crlf2
Astn1
Rtn4rl2
Klre1
Cxcl9
Il27ra
M0R8Q9
Cxcl10
Abcg2
Abca1
Fcgr2b
Ece1
Ece1
Fcer1g
Fcer1g
Ms4a2
Ms4a2
Ms4a2
Fcer1a
Epor
Epor
M0R9S8
Cr1l
Chrnb2
Chrna7
Chrna7
Chrna4
Cd9
Cd8b
Cd8a
Cd8a
Cd8a
Cd209a
Cd74
Cd59
Cd5
Cd5
Cd44
Cd4
Cd4
Cd4
Cd4
A0A0G2KAL1
Ceacam1
Ceacam1
Ceacam1
Ceacam1
Ceacam1
Ceacam1
Ncam1
Ncam1
Ano1
Lepr
LOC102547056
Fgf8
Ccr10
Cxcr3
Cxcr3
Cxcr3
LOC689757
Mfge8
Mfge8
Cd36
Cd3d
Cd80
Cd80
D3ZFF8
A0A0G2K7S9
A0A0G2K828
Clptm1
P20759
F1M5X4
Il11ra1
Nrg1
Wnt2
Itga4
Itga4
Scart1
Il6st
Il6st
Cxcr1
M0RCC9
Itga1
Itga1
Itga1
Itga1
Itga5
Itga5
RGD1565355
Itgal
Itgal
Ackr3
M0RBX3
Vwf
Gfral
Gfral
Tnfrsf13b
Cr2
Clec2e
Skint10
Spn
Spn
Tnfrsf18
Tnfrsf18
Fcgr2a
Clec4d
RT1-CE7
Rorc
M0R585
M0R4X3
Ldlr
Anpep
Anpep
Lamp1
Lamp1
Klrd1
Klrd1
Klrc2
Klrc1
Klrc1
Adam6
Adam6
M0R923
Itgb1
Itgb1
Itgam
Lifr
Insr
Il9r
Cxcr2
Il13
Btla
Btnl3
Klrc3
Klrc3
Slamf1
Slamf1
Ccl19
Itga3
Itga3
Ptprc
Ptprc
Ptprc
Tmem123
Tmem123
Clec4a1
F1M3H2
A0A0G2K0W7
rCG_64228
RT1-EC2
rCG_21066
Pdcd1lg2
Mr1
RT1-Db1
Il3ra
Plg
Neu3
F1LT85
Fas
Fas
Vpreb1
Glra1
Glra1
Mpl
Slc2a4
Cd200r1
Cd200r1
F1M3E9
Itgav
M0RDF2
Caps
Il6
Il6r
Itgax
Itgax
Cd209
Cd209
Kcnj3
Kdr
Kdr
Enox1
D4A4L6
Btnl5
Il21r
Adgra3
Adgra3
Ighm
A0A0G2K304
Csf3r
Eng
Pecam1
L1cam
Antxr2
Cdh13
Atp6ap2
Atp6ap2
Thbs1
M0RCM6
Ccr1
Ccr1
Ccr1
Kcnj5
Cd302
Igll1
F1M3X3
Nlgn1
Rnpep
Clec10a
RT1-M4
Cxcr4
Cxcr4
Csf2rb
Spa17
A0A0G2K980
Cx3cr1
A0A0G2K421
Cd209c
Tnfrsf13c
Tnfrsf13c
Tnfsf13
P2rx1
P2rx7
P4hb
P4hb
P4hb
P16391
Gsr
Gpc4
Ulbp1
Clec4b2
Klri1
ERMAP
A0A0G2JYX2
Ighg3
shu1
Cd40lg
Cd40lg
Itgad
Ide
Clec14a
Clec14a
Folr1
Folr1
Itga7
Wnt2
Vwf
Slc7a5
Tfrc
Tfrc
Tfrc
Tfrc
Trf
Ighv6-4
Enox2
Il13ra2
Il13ra2
Ctsl
Ctsl
Ctsb
Ctsb
Ctla4
Ctla4
Ctla4
Trgv7
Trgv6
Trgv5
Trgv5
Trgv4
Trgv1
Trgc4
Trgc3
Trgc2
Trgc1
Trdc
Trdc
Ighv5-12-4
Cfh
F2
H60a
Cd9
Cd8b1
Cd8b1
Cd8b1
Cd8b1
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd8a
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd69
Cd5
Cd5
Cd5
Cd5
Cd5
Cd5
Cd5
Cd5
Cd48
Cd48
Cd48
Cd48
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd44
Cd40lg
Cd40
Cd40
Cd40
Cd40
Cd40
Cd40
Cd40
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd4
Cd3g
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3e
Cd3d
Cd34
Cd34
Cd34
Cd34
Cd34
Cd34
Cd34
Cd28
Cd28
Cd28
Cd28
Cd28
Cd28
Cd28
Cd27
Cd27
Cd27
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd24a
Cd22
Cd22
Ms4a1
Ms4a1
Cd2
Cd2
Cd2
Cd2
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd19
Cd14
Cd14
Cd14
Cd14
Gucy2g
Anxa5
Anxa5
Anxa5
Anxa5
Slamf6
Tcra-V2
Plppr4
Ly75
Ly75
Ly75
Ccr6
Ccr6
Gp1ba
Gp1ba
Gp1ba
Ighv6-5
Vcam1
Vpreb1
Ighv8-5
Ighv1-11
Lag3
Lag3
Cd163
Cd163
Prnd
Prnd
H2-M5
H2-Q1
H2-Q8
H2-T24
Cxcr4
Cxcr4
Ackr3
Entpd1
Ighv8-4
Clec2e
Tcn2
Mgl2
Crlf2
Crlf2
Adgre1
Adgre1
Adgre1
Adgre1
Trgv2
Ly6g5b
Ly6g5b
Ly6g5b
Heg1
Ighv1-67
Fcgr4
Klri1
Skint6
Pira2
Skint7
Nlgn1
Cd209g
Muc16
H60c
Ccrl2
Cd302
IGLC3
CSF2RA
CLEC4M
Cr1l
Iglc4
Skint2
Skint1
Thy1
Thy1
Thy1
Thy1
Thy1
Thy1
Thy1
Thbs1
Thbd
Tgfbr2
Tgfbr2
Alpi
Tas2r118
Cr2
Cr2
Cr2
Cr2
Cr2
Ccr2
Ccr2
Ighv8-12
P01809
P03980
Capn2
Mill2
Mill2
Mill1
Mill1
Calr
Csf2rb
Adgra3
Adgra3
Il1rl1
Il1rl1
Il1rl1
Il1rl1
B2m
Fga
Msr1
Ager
Ager
Fas
Fas
Fas
Fas
Fas
Fas
Fas
Btn1a1
Fcer1a
Fcer1a
Ms4a2
Ms4a2
Ms4a2
Fcer1g
Fcer1g
Fcer1g
Fcgr1
Fcgr2b
Fcgr2b
Cd248
Azgp1
H60b
Ano1
Adam20
Asgr2
Asgr1
Arsa
Apoe
Atp6ap2
Atp6ap2
Selp
Selp
Selp
Selp
Selp
Selp
Selp
Sell
